BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
LOC100651703	1656.77	2068.78	1596.61	1951.82	1748.9	1801.78	2736.77	1977.92	2115.93	1614.83	1532.79	1572.9
LOC100651704	1148	1271.87	1055	1078.63	921.873	1008	1250	901	1064	1046	888	777
LOC100651705	766	788	639	614	588	599	758	714	615	525	507	547
LOC100651706	1191.003	1551.0027	1320.9975	1153.9974	907.9997	1286.0005	1273.9955	1006.9996	894.0003	934.0001	1142.0025	1165.9997
LOC100651707	0	6	3	5	4	0	5	1	1	1	3	5
LOC100651708	169.9998	200.0004	186	160	180.99992	175.00021	199	168.99965	185.0003	162.00012	154.99981	164.00033
LOC100651709	1374	1581	1544	1279	1191	1191	1485	1326	1192	1002	823	1063
LOC100651710	1312.395	2424.2177	1257.0028	1858.1654	1351.9993	1588.0017	1311.2183	1501.9966	1442.0034	1095.2046	1373.0033	1296.2754
LOC100651711	797.6487	705.3552	731.4343	622.48674	567.08703	551.6943	681.99586	610.12874	556.68221	606.4762	451.19183	519.3572
LOC100651712	1090	1242	1002	956	764	947	1086	788	866	863	973	797
LOC100651713	14329	11715	10370	9194	9632	9500	8186	8821	10244	11061	6803	6653
LOC100651714	786	435	432	474	599	450	723	621	569	597	351	347
LOC100651715	475	567	572	499	398	480	610	464	423	487	405	444
LOC100651716	2501.56	1778.376	2619.24	8440.67	2231	1635.265	11272.17	8201.46	8509.64	9717.26	5261.19	1529.793
LOC100651717	749.0003	603	660	650.9998	509.9999	510	636	614	547.9997	535.9997	443.0002	472.0004
LOC100651719	5594.002	7200.004	5278.002	5403.004	5378.998	6481.998	7533.001	5050.997	4981.998	4292.999	5354.003	4658.001
LOC100651720	4645	6077	4303	4343	3726	4245	4031	4877	3844	2859	2846	3911
LOC100651721	90	97	76.99997	65.99999	90.99997	84	91	91	46	55	82	75.99996
LOC100651723	344.9085	386.003	323.165	267.6343	291.88	307.26	527	323.534	294.083	301.213	239.162	231.253
LOC100651724	818	820	864	765	573	644	741	642	584	691	520	540
LOC100651725	1596	2410.995	1215	1097	1738	2298.003	1331.9369	1191.004	1397	1154.0007	817	1585
LOC100651726	421.3162	584.559800049591	454.55268	476.3811	418.2226	463.1367	575.443	407.30232	415.0162	451.4177	353.0512	371.13495
LOC100651727	493	516.199	413	338	379	370	482	427	361	421.255	240	311
LOC100651728	1094	1181	1118	690	567	721	834	755	789	870	451	686
LOC100651729	424	257	292	192	240	216	341	259	270	351	168	155
LOC100651730	52	82	77	68	98	27	17	32	81	93	57	37
LOC100651732	40	28	27	31	41	28	62	31	34	42	19	22
LOC100651733	480.7018	259.837	362.13023	238.947	220.23234	300.145	1174.0048	226.078	212.373	178.91857	128.11517	142.078
LOC100651734	4105.88	4703.97	3827.063	4042.766	3828.45	4553.81	7112.43	3473.796	3325.562	2563.27	2694.033	3343.768
LOC100651735	18191.957	28985.026	26244.05	24774.04	22017.96	27303.95	31266.04	21103.948	18642.968	15581.018	17880.984	21633.968
LOC100651736	717	806	642	565	525	587	868	726	510	581	434	531
LOC100651737	462	644	546	638	442	452	563	473.786	466	488	418	461
LOC100651738	1583.9985	1481.0031	1402.004	1357.0008	1314	1243.9987	1730.996	1252.9976	1244.9985	1425.0032	930.9997	952
LOC100651739	996.63053	950.2642	702.2977	729.385	652.4945	737.53252	1049.6842	682.41367	748.0168	809.7662	539.5217	488.6088
LOC100651740	1077.7597	1206.0002	1037.6531	1152.9997	876.0003	1101.7948	1304.5475	1029.0008	1069.0001	1045.0001	1010.7508	924.8314
LOC100651742	3	6.6198	5	1	5.47017	2	7	6.26012	2.15855	3	1	11.6254
LOC100651743	1091	1323	1125	1006	883	994	1349	990	894	867	802	987
LOC100651744	789.9997	760.9998	901	727.9999	468	615.0004	774.0001	629.9997	460.0002	682.9998	544	610
LOC100651745	652.0004	711.9998	634.9999	642.0005	501	590	717.9999	625.9995	496	515.0004	471	515.0002
LOC100651746	405.3125	331.7186	551.23883	409.8509	330.3205	333.5441	500.698958	385.7517	311.7315	472.9247	200.7016	285.225996
LOC100651747	616	1373	1364	891	742	570	818	876	1092	468	274	535
LOC100651748	6	16.2721	6.19775	2	3	7	1.03753	6.1229	5.98857	7.82824	21	9
LOC100651749	321	244	250	249	193	281	302	259	200	225	216	231
LOC100651750	623	971	494	657	773	902	1060	553	707	892	1063	657
LOC100651751	1736	2820	1903	1916	1820	2146	2624	1713	2183	1556	1730	1597
LOC100651752	1132	1038.231	899	789	737.203	841.238	981	706	773	808.601	715.272	823.479
LOC100651753	636.5077	492.0004	585.797	525.4267	466.1524	348	624.57	486.605	391.3083	563.7442	267.0004	374.8256
LOC100651755	1429.3	2663.51	2906.33	1659.95	1501.37	1074.03	1431.65	3245.62	2221.48	1676.33	1164.97	2089.6
LOC100651757	5343	4959	5189	5956	4829	5197	7116	4847	5728	5535	3729	3915
LOC100651758	185	194.0762	155.15493	164.00004	134.03643	146.07782	200.10408	163.0548	145.2279	168.05605	103.235	124
LOC100651759	1143	1321	901	1127	954	963	1274	1169	1157	1111	848	947
LOC100651760	1006.00062796	1030	980	855.999	854	953	1433	874.0003	779.0003	818.000800038979	740.9995	764.9994
LOC100651761	255.0001	213	181.9999	140	197.0002	176	207.9995	163	166.0001	231.0001	114	122
LOC100651762	1263.0041	1452.99789	1055.0016	1400.9976	1190.003	1334.00253	1723.99586	1403.0009	1127.002	1019	1042.0043	1062.9975
LOC100651763	10589	19056	13560	15078	11986	13130	16157	12006	13699	12000	11480	11485
LOC100651764	1192	1294	1164	1020	943	946	1225	1181	904	831	642	902
LOC100651765	55	33	51	34	27	19	38	43	43	64	22	52
LOC100651767	541.679010224557	287.838177162056	365.242170476357	245.35184538546	248.451396911066	217.9352	335.256095180857	282.132640941285	211.88040434214	351.253925135649	166.3531	208.207368276848
LOC100651768	20613	15335	12307	7512	14400	8470	10615	10068	10334	15162	4366	10158
LOC100651769	4830.86070192	2947.147154354	3367.408	3774.00500072498	3904.28000285064	3779.00417117	5378.0500134408	3856.8838	3509.93400113696	4343.0000182433	2232.94300003083	2075.999372487
LOC100651770	4	1	4	0	1	1	9	3	1	5	1	2
LOC100651771	16.000003	7	3	16.00002	7	5	8	10.999975	13	10	5	7
LOC100651772	1322.999	1900.004	1619.005	1376.999	1185.995	1476.999	1955.998	1252.001	1277	1178.9989	1069.9996	1252.999
LOC100651775	816	1196	779	1004	820	1047	998	868	1047	776	981	994
LOC100651776	148.0002	155.0004	116	94.000000492263	92	90	179.0001	114	100	163.00000406	82	103
LOC100651777	2147.18	2103.75	1918.65	2049.79	1768.52	1896.88	3155.66	1957.56	1399.46	1516.31	1391.29	1486.05
LOC100651778	5230.00076	5242.99577	4563.99706	4242.00269	4851.0006	5353.9886	5799.0023	5246.00422	4336.9998	3569.00106	3815.99394	4159.00436
LOC100651780	2252	4391	3010	3685	2758	3032	3111	2618	2959	2370	2696	2794
LOC100651781	1104.999	1806.004	1145	1376	1142	1353.9971	1465.9964	1385.997	1319.004	1011	1098	1165
LOC100651782	1	0	0	0	0	1	1	1	0	0	1	4
LOC100651783	715	844	683	803	624	771	937	702	628	678	567	570
LOC100651784	2340	1722	2631	2055	2097	1825	2575	2407	1808	1586	1246	1533
LOC100651785	580.19683	662.5449	708.6157	553.09457	452.5706	478.3443	637.21707	400.39603	473.15489	419.7194	278.464	418.77
LOC100651786	20.062	15.07903	9.08311	6.12766	4.00746	5.03987	8.00376	5.02885	5.0293	7.02104	5.09841	2.01284
LOC100651787	2911.004900035	3318.0040487	3386.00342346955	3101.004875909	2684.00402	2881.0012	3085.003	2832.9996	2285.0008085	2422.996249	2257.99845	2695.99852113357
LOC100651788	131.745	158.8355	113.46217	106.5640334541	110.477466912	92.977196	125.42124694	95.9838	97.75002574	200.04	80.4533987	93.52447176
LOC100651790	84	11	54.99997	27.00002	37.99998	45	59.00002	21.00001	53.00001	69	12	70
LOC100651791	8124.997	8505	8264.004	8064.0041	7139.9991	8074.003	11359.003	7612.9971	7277.9965	8730.0006	5176.0028	5190.9975
LOC100651792	322.0003	460.0004	423.0004	350.9999	328.0001	353	377.9996	305.9997	318.0002	263.0003	267.9997	348.9996
LOC100651793	388	395	295	298.9996	273.0004	227.9999	412	292.0001	480	344	174.0004	210.9996
LOC100651794	2821	6087	4527	4958	5355	5211	3711	4945	4913	6102	4025	3384
LOC100651795	2593	2370	2844	2353	1979	1882	2360	2597	2202	1620	1222	1815
LOC100651796	1396	1409	1118	1321	1259	1074	1694	1303	1582	1481	1019	832
LOC100651797	156	219	150	107	85	157	103	93	123	109	129	135
LOC100651798	3870	5903.2	4177.22	5429.22	3475.66	4572	4930.58	3822.17	3607.55	2679.46	3671	3781.97
LOC100651799	296	253	183	196	202	223	311	214	238	284	178	175
LOC100651800	369.5309	431.5946	332.0139	345.090290087103	296.94444	321.8868	390.9818	381.2492	330.1491000572	351.2475	289.28177861	282.8364
LOC100651801	7.0000000371459	12.07383	11	10	7.02683	7	13.08177	7	14.10251	13	4.0000000124432	5
LOC100651802	886.342	988.797	792.713	810.633	676.423	712.285	855.779	668.529	759.709	734.314	709.955	687.597
LOC100651803	652.141	609.296	482	444.049	419	437.024	554.317	663.0005	506	441.251	347.16177	388.052
LOC100651805	4274.00170048	3567.995428822	3412.0032	2150.0003	2236.996270561	2441.0030303114	2037.0040245216	3399.0002142878	1906.00300010227	2778.00000100303	1746.0000871284	2224.9957201295
LOC100651807	67.99995	101.99991	75	65.99999	53.99999	73.00005	68	74	57.00008	58	60	75.00001
LOC100651808	925	764	872	725	716	740	988	758	653	833	583	647
LOC100651809	2332.9993	4151.9969	2428.9981	2587.9955	2778.9967	4777.9996	2806.9947	2398.999	3980.9973	2235.0029	2346.9994	4304.0036
LOC100651810	296.6391	378.436	340.2077	368.143	263.2255	300.4323	288.0475	267.4852	257.9996	309.3908	223.0749	265.6733
LOC100651811	41	16	19	25	10	15	18	16	15	25	10	17
LOC100651812	1200	6188	7505	6516	4503	3361	3230	7261.55	10310	3274	2653	6163.72
LOC100651813	592.729	1875.024	1241.57	1135.504	844.336	1265.218	1236.93	847.148	730.942	717.296	947.165	1111.376
LOC100651814	7.99999538939	12.00000176012	9.99999525927	12	14.9999597959	16.00001313814	3.99999739139	6.99999770318	10.00000458314	12.99997	15.00004018221	11
LOC100651815	571	805	683	672	674	665	1004	611	670	673	586	642
LOC100651816	721	1015	1040	841	712	744	1051	823	737	656	608	713
LOC100651817	1163	1316	989	1025	1115	1211	1482	1167	1140	877	997	986
LOC100651818	1360.8234	1072.9299	1027.8851	906.7699	1000.69232	1182.9186	2155.34334	1294.1772	874.20966	795.5151	668.9729	790.3111
LOC100651819	398.902	506.666	442.083	442.893	327.573	344.383	466.911	359.719	348.115	366.707	312.803	341.984
LOC100651820	1199.001	1387.999	1899	1438.999	1114	1335	1442	1103.388	1054.533	1076	891.999	1045
LOC100651821	4064.6938	2164.99753	2091.9965	1493.99986	2541.9995	1498.00045	2107.99904	2293.00413	2308.327009062	1849.569406	1082	1253.99946
LOC100651822	606.9822	685.8646	1033.2251	622.24	557.1859	502.7699	537.4737	434.7486	561.155	755.435	297.165	528.1915
LOC100651823	132.0015841382	123.999909	132.9999797812	114.00124143	101.0025	109.679	104.00006	105	120.999745203224	144.51512137509	87.00000872992	97.036094
LOC100651824	2372.999	2575	2096.005	1490.996	2136.003	1912.9993	2809.0025	2524.9999	2006.003	1656.003	1279.9996	1603.9953
LOC100651825	26.00001	77.99999	84	72	61.99999	56.99996	375.0003	45	57	38.99996	89.00004	59.00001
LOC100651826	165	246	183	169	153	178	243	175	181	151	167	129
LOC100651827	143.00034	304	180.9999	214.9997	188.0003	221.0005	258.9996	169.0002	201.9997	172.0003	187.0003	208.0004
LOC100651828	2545	3179	3240	2542	2171	1930	2398	2473	2992	2023	1304	2033
LOC100651829	2865	6916	3650	4888	4703	5724	5483	4616	5347	3269	4617	4603
LOC100651830	8882	9185	7762	7308	7234	6914	8534	6808	7663	7836	4588	5499
LOC100651831	129	241	160	173	146	178	168	197	156	127	145	187
LOC100651832	169	57	16.000000379538	14.99999	17.00003	32	27	11	11	13	21	31
LOC100651833	4024.6269	2904.9797	3314.4490104	2325.2920549652	2429.4539	2243.23390307858	2614.6382	3000.36009	3170.055	3568.8784315	1638.662577342	1973.3035
LOC100651834	1061.249	1250.344	818.4	1031.414	952.065	893.869	1218.446	937.947	986.366	877.8	810.3	813.417
LOC100651835	1031.00100026455	867.9997	797.0003	697.9998	602.0005	717.0001	893.9998	750.9996	641.9995	694.0002	602	667.99980270889
LOC100651837	54.000000356299	58	60.0000785204	39.9999758	46.0000000641125	53.9999622946	76.9999935612153	60.0069310400093	49	43.99999	46.000040276955	48.0727591
LOC100651838	1281.9992	1861.9988	1132.0003	1137.9993	1419.9969	1613.0044	1734.9947	1470.9963	1583.0014	1187.0042	1562.0042	1253.003
LOC100651839	1693	1976	1746	1862	1660	1811	2415	1820	1670	1368	1486	1446
LOC100651840	82	133	94	80	101	71	133	66	72	93	64	63
LOC100651841	874	814	814	792	714	783	971	870	673	753	599	610
LOC100651842	461.0915	720.9972	454.8347	575.3651	420.1204	523.7396	554.0007	522.4661	459.916	401.7866	376.8373	441.747
LOC100651843	1477.04884720002	2584.62152358221	2133.24850063866	1936.07803	1319.55130781	1580.123710747	1625.187663011	1519.152039393	1619.149642841	1601.25276	1331.0709	1387.2056
LOC100651844	507.0002	589	600.00051	578.0002	449	496.9995	665.0002	530.9998	408.9994	476.9996	425.00032	422.99936
LOC100651845	854	1172	1059	929	823	914	898	863	838	718	673	870
LOC100651846	413.128	432.516	373.011	347.668	285.946	311.868	439.402	357.786	320.084	384.183	335.199	291.946
LOC100651847	176.0003	100	169.9998	103	126	73	116	111	119	136.9998	52	129.9999253
LOC100651848	126	112.00001301	150.999790343	104	73	87.0000148102	97	104.9999758147	93	110	80.0000000317283	75
LOC100651849	1728	2053	1672	1697	1527	1749	1975	1527	1482	1303	1352	1621
LOC100651851	6568.997	3703	4234	3465.998	4313	3442	3646.002	4009	3686.998	3842	2467.002	2450.004
LOC100651852	1587.9995	1439.004	1427.998	1221.999	1325.9987	1219	1430.0032	1610.998	1340	1117.9961	955	1003.0004
LOC100651853	7532	8232	5980	5011	5697	6281	8333	5376	5444	6262	5020	5248
LOC100651854	2308.9995	2630.0025	2390.0014	2299.00078	2065.0042352358	2392.00430902838	3272.0015	2227.0008	1995.0014	1743.9962	1673.003705615	1922.0008
LOC100651855	558	655	596.9995	629.0003	488	538.9996	731.9996	575	459	486.9995	447.0004	459.0005
LOC100651856	3097.219	4557.004	2872.001	3224.999	3423.004	3895.447	5107.003	3350.003	2898.003	1919.998	2751	3449.506
LOC100651857	575	571	499	375	471	547	625	423	420	451	417	405
LOC100651858	3997	4814.75	3320	3835	3706.75	4273.73	5005	3846	3624	3402.42	3686	3109
LOC100651859	1689.37	1834.74	1479.7	1584.61	1532.51	1977.47	1763.32	1587.59	1553.98	1307.23	1134.48	1424.39
LOC100651860	1436	1626.999	1441	1314	1248	1518.003	1765.003	1542.998	1171	1048	1108	1287
LOC100651862	2951	4384	2725	3029	2670	3586	3150	3255	2644	1722	2216	3119
LOC100651863	444.619	419.9831	321.7362	362.941	312.6876	292.3819	534.747	288.6277	348.3658	424.7381	232.0136	299.2318
LOC100651864	272	240	231	191	183	201	221	199	189	210	161	161
LOC100651865	245.9997	291.9021	197.8322	264.6737	246.0004	291.8779	271.0002	271.0001	255.0003	187.0004	223.9996	246.8997
LOC100651866	2363.99685	1857.9999	1887.9994	1502.9988	1753.9998	2048.0007	1852.00016	1674.9993	1818.0006	1911.9992186875	1458.9998	1481.9994
LOC100651867	379.6868	627.2813	449.7612	509.1478	384.6788	383.4553	593.301	461.249	430.2684	391.0749	405.298	418.7738
LOC100651868	1	0	1	0	1	1	0	0	1	0	0	0
LOC100651869	20	10.7279	13.8022	7	16	5	14.9625	11.8771	10.0114	22.1718	3	7
LOC100651870	94	108	134	130	69	79	92	47	109	148	89	70
LOC100651871	480.2337	329.1492	334.9999	275.0001	378.9996	424.3085	324.999772099	226.17037	234.000040029802	120.99997	206	219.00019
LOC100651872	292	378	380	285	303	336	377	355	312	244	278	316
LOC100651873	3783	3265	2334	2115	2866	2869	3126	2421	2679	2675	1772	2136
LOC100651875	538.326	449.161	414.987	451.333	416.034	377.793	551.062	481.952	368.463	441.316	336.096	320.132
LOC100651876	1038.2035	988.763	925.4269	730.249	673.6588	751.9995	884.7539	881.4032	680.382	674.333	554.2876	652.4595
LOC100651878	906	1007	864	922	811	867	1218.997	966	854	946	789	741
LOC100651879	620.08094	804.43443	611.02421	609.76	468.758	656.7493	808.68395	711.67198	715.75838	529.851	555.9088	480.75464
LOC100651880	118	85	95	69	78	71	117	70	86	113	60	72
LOC100651882	3178	3786	3019	6132	3128	2063	5781	4756	9670	7882	5005	2744
LOC100651883	490.000242371	505.9994	491.0000180043	437.9994	425.001	620	696.9998	375.9999	328.999234301	312.00000117336	391.9995	419.0001
LOC100651884	865	1049	1021	892	846	951	1055	853	736	839	730	823
LOC100651885	2031	2112.001	1749.00027	1523.00124675	1577.0002	1664	2084	1700.9997	1470.00005	1672.0004	1243.001	1384.00055
LOC100651886	6	7	2	5	5	15	15	2	6	5	2	7
LOC100651887	37420.99	29792.007	34621.99	29621.912	25255.021	26913.95	33034.94	31975	23953.027	21868	18243.993	23037.952
LOC100651888	39	40.1093	42.0112	48.591	28.5328	12.0112	28.6361	27.0393	30.0282	20.0042	19.4358	34.0365
LOC100651889	2301.00425	1979	1522.0039925	2984.00037796315	2710.9999	2304.9986	3535.00350009742	3416.00200054829	2418.9949209531	2091.00470003094	1092.0004	1284.9953
LOC100651890	496	568	470	479	438	484	616	483	436	451	388	454
LOC100651891	0	0	0	0	0	0	0	0	2.00262	0	0	0
LOC100651892	6933	5679.993	6058.996	4637.994	5166.001	5488.001	7072.998	5814.996	5099.997	5041.0024	3927.0026	4368.002
LOC100651893	478	414	421	327	351	291	353	300	318	407	232	303
LOC100651894	15	10	17	14	12	22	19	11	12	13	10	4
LOC100651895	83.000023472797	1558.00042389778	336.000318081875	865.999801240474	473.999966836295	359.99980234572	846.99998707538	280.999370481629	1244.00010062322	473.00002552756	548.000072641955	140.000129565258
LOC100651896	955.9996	1250.00059	1169.0006	898.0003	741.99995	1096.9995	1042.0001	909	759.99972	675.00003	906.9995	1022.9998
LOC100651897	188.00007	117.00009	146.0000476547	122	131.99994784836	122.00009	184.99994187	126.999950185919	103.0000629316	180.999951486	82.000031216047	93.00012
LOC100651898	2171.0009	1856.9972	2252.002	1809.0011	1519.0034	1559.9968	2024.003	1764.9996	1610.996	1571.0019	1213.001	1443.9983
LOC100651899	698.448	950.272	745.148	740.596	602.136	789.937	753.261	654.278	610.589	619.291	701.328	688.845
LOC100651900	1881	1597	1634	1332	1235	1313	1782	1344	1115	1207	1012	1158
LOC100651901	1477.393	2602.997	2610.872	3755.966	2225.53	2355.005	7982.92	3307.849	3398.821	2686.611	2800.998	2002.78600226898
LOC100651902	9226	13616	9787	10655	11104	13097	13770	9882	10582	8483	9685	10235
LOC100651903	52	145.00000145899	98.00000130446	80	63.99999	85.99998	84	55.99999	124.00002	84.99995	116	97.000000137489
LOC100651904	49.7756	44.0206	33.0302	28.0168	24	31	28.5789	26.0147	60	30	27	31
LOC100651905	7123.962	3687.895	2659.107	1394.2356	3855.66	1798.1936	1307.415	2257.8263	793.836	830.7804	552.9044	1147.3996
LOC100651906	1	9	21	19	5	13	10	2	6	20	25	6
LOC100651907	3597.0003	2830.9992	2982.0009	2708.995	2366.999	2444.004	3179.999	2676.9955	2242.002	2691.9996	1902.9999	2025
LOC100651909	409	761	468	595	505	741	670	485	542	526	587	506
LOC100651910	110	58	61	33	63	41	101	63	63	103	21	46
LOC100651911	27	17	22	15	17	26	14	12	16	9	13	32
LOC100651912	1658.999	1558.005	1437.353	1191.998	1140	1521.096	1518.996	1291.998	1249	1254.005	973	1224.996
LOC100651913	267	349	271	256	252	285	276	229	243	282	207	240
LOC100651915	7013.9939	7827.0039	7051.998	5587.99700001612	3839.999	5197.9978	5047.005	3197.9954	6711.006	8362.989	3701.0042	4024.999
LOC100651917	2411.15	2222.313	1811.01423	945.9674	1552.067	1894.6168	1275.9997	1173.64974	1022.314	881.56933	1108.933	1309.2267
LOC100651918	4220.8	6872.74	4408.38	5381.95	4681.14	5863	6699.4	4940.88	5169.58	4081.02	4984.62	4616.44
LOC100651919	366.021	568.197	429.702	388.728	342.569	433.473	494.183	398.31	348.128	321.848	339.465	334.102
LOC100651921	675.0003	816.0001	582.0003	369	254.9998	389.0005	528.9998	508.0001	356.9996	463.0004	273.9996	467.0004
LOC100651922	3547.6732	2735.7674	3796.7301	2799.9952	2444.9988	2083.5953	2799.6124	2834.998	2332.0011	2683.2081	1423	2009.6431
LOC100651923	107.99969	116	123.9995	122	70	77.00004	106.00026	96	113.99999	167	90	53
LOC100651924	77.0838	71.0722	76.09076	83	62.0348	43.023	101.1337	64.0468	48.01906	72.1062	57.1948	45.01921
LOC100651925	1286.9999	1515.9999	1143.0003	1276.0007	1309	1546.9991	1983.005	1419.9998	1199.9994	841.0001	975.9999	1159.0002
LOC100651926	495	503	338	419.0004	363.9995	426	518	359	339	388.9999	261.9995	338.0001
LOC100651927	317	580.2	432	547	345	406.686	473	403.638	395	366	396	336
LOC100651928	2234	1945	706	1646	1320	1259	270	749.915	892	1041	1559	738
LOC100651929	1601	1655	1263	1569	1438	1518	2052	1375	1538	1474	1435	1180
LOC100651930	4479	4052.999	3432	3524.995	2984.002	3338.004	4079.999	3140.999	3067.002	3327.002	2761.999	2830.001
LOC100651931	310	227	239	173	152	257	260.893	214	176	297.825	180	151.893
LOC100651932	1533.999	1344	1173	1065	1177	1080.001	1619.001	1083.001	1168	1333.999	932	934
LOC100651933	75	97	85	69	78	67	91	66	64	86	68	75
LOC100651934	639	1134.2	687	963	715.624	1069	1084.97	798.085	741.34	687	1008.43	729
LOC100651935	534	531	377	387	374	393	434	386	465	379	241	364
