CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_010009	2568.786	1601.951	2094.376	2474.29	2211.387	1875.999	1740.69	2395.506	1813.13	1781.361	1708.28	2066.904
Caust.v2_010010	3041	2531	3012	3317	2680	3234	2394	3486	3568	2822	2806	3312
Caust.v2_010011	1023	691	939	955	711	980	850	1021	771	880	896	1275
Caust.v2_010012	92	52	50	69	35	119	115	114	95	83	56	166
Caust.v2_010013	569	830	635	822	547	364	305	453	688.512	477	577	550.96
Caust.v2_010014	0	0	36.6667	59.0625	38.4828	0	139.714	138.057	0	0	80.9524	193.548
Caust.v2_010015	611	450	558	873	459	522	797	797	481	472	465	1174
Caust.v2_010016	260	2617	2023	6259	4802	785	199	1853	3345	1260	2153	420
Caust.v2_010017	1207	652	897	1000	690	983	1042	1142	862	874	747	1158
Caust.v2_010018	4	1	1	0	4	3	1	0	2	2	0	0
Caust.v2_010019	39.0714	9	3.00587	5.01134	9	12	5	8	13.0233	5.08007	12	5.04034
Caust.v2_010024	0	0	0	0	0	0	1	0	0	0	0	1
Caust.v2_010026	1	2	1	3	1	0	0	2	1	1	2	0
Caust.v2_010030	380	390	320	444	298	319	381	408	290	312	373	436
Caust.v2_010031	290	111	169	182	99	211	206	367	107	119	132	425
Caust.v2_010032	431	290	415	306	241	411	393	563	285	311	312	613
Caust.v2_010033	1133	2116.00135	1050	2216	1618	1140	477	953	1585	1356	1083	699
Caust.v2_010039	29	35	23	21	18	19	3	8	33	18	16	10
Caust.v2_010049	2	1	4	0	2	10	11	2	1	4	9	1
Caust.v2_010050	380	349	381	393	373	397	364	420	379	306	337	310
Caust.v2_010051	1031	884	851	990	701	840	985	1092	726	701	991	1075
Caust.v2_010052	823.9998119	899.000110130282	996.9996814506	1027.99981	862.99996	812.00002	727.99985	957.0000427008	1055.9997	880.000098729	879.000075	933.00011
Caust.v2_010053	451	749	713	859	702	679	525	737	495	547	730	851
Caust.v2_010054	350	224	290	258	200	286	268	360	245	267	313	356
Caust.v2_010055	678	537	527	709	457	598	553	780	432	558	484	766
Caust.v2_010056	4837	3686	4539	4607	3238	4340	4227	5501	3663	4063	3897	5542
Caust.v2_010057	398	212	370	309	260	258	235	354	378	214	302	271
Caust.v2_010058	240	134	254	253	187	177	156	291	171	155	154	134
Caust.v2_010059	5	7	6	7	15	16	6	20	10	8	15	12
Caust.v2_010060	36	452	248	1123	1515	314	89	228	855	537	675	118
Caust.v2_010061	591	237	279	315	184	335	219	256	333	234	202	254
Caust.v2_010063	482	312.9996	412.0004	421	317.9998	472	510.9995	524	322.0002	357.0001	324.0001	730
Caust.v2_010065	638	487	609	499	506	654	696	885	569	453	485	1068
Caust.v2_010066	2456	2207	2539	2540	2115	3143	2658	3450	3623	2004	2364	3113
Caust.v2_010067	2860	2446.005	2617	3374	2388.998	2478.003	2559.995	3080.998	2477.999	2309.0029	2385.001	2318.999
Caust.v2_010068	712	349	524	1246	1107	2085	321	2123	2751	1399	969	569
Caust.v2_010069	1647.41	2786.46	3506.4	3045.08	3965.39	1048.623	433.654	1945.61	3165.5	1266.685	3390.94	896.32
Caust.v2_010070	587	411	703	521	397	624	712	808	495	527	510	615
Caust.v2_010071	111	68	96	54	44	108	103	117	56	55	62	90
Caust.v2_010072	572	457	650	540	567	641	496	629	664	461	486	718
Caust.v2_010073	264.338	285.406	276.098	362.424	250.596	295.158	339.405	443.604	154.879	240.834	216.632	301.558
Caust.v2_010074	43.4649	32.6194	16.1345	53.3784	12	26.7481	39.6503	57.8654	18.2017	40.6738	18.9853	33.3166
Caust.v2_010075	191.207	193.016	245.375	239.55	181.259	151.826	139.453	209.841	175.821	215.189	202.065	121.446
Caust.v2_010076	794	670	870	797	726	731	700	991	886	565	852	953
Caust.v2_010077	961	840	1022	1302	905	919	1035	1275	924	764	980	1505
Caust.v2_010078	304	222	249	268	268	417	376	397	323	229	272	557
Caust.v2_010079	1041	1080.999	933	1244.001	813.999	804.999	846	996.999	777	764.001	963	843
Caust.v2_010080	162	141	191	194	167	154	157	197	170	165	141	141
Caust.v2_010082	9	16	26	14	13	8	4	12	7	4	3	7
Caust.v2_010083	3.23335	7.50828	11.0981	0	8.76917	2.78661	0.314773	8.62484	6.1549	3.84612	0.563377	7.7779
Caust.v2_010085	195.228	129.096	213.686	190.554	170.211	198	301.574	270.564	195.659	124	164.206	432.094
Caust.v2_010086	3	5	5	4	1	9	7	6	5	3	4	1
Caust.v2_010087	571	440	467	579	326	451	390	484	435	330	348	416
Caust.v2_010088	1	4	0	1	5	0	2	2	4	0	1	0
Caust.v2_010089	28	23	18	36	26	16	8	23	23	10	35	7
Caust.v2_010091	310	836	409	1521	1876	233	315	347	438	428	459	190
Caust.v2_010093	301	217	278	257	188	185	236	326	209	237	271	189
Caust.v2_010094	435.999	378	431.001	467.001	369.999	339.999	378	491.001	333	332.001	380.001	368.001
Caust.v2_010096	110	84	93	154	52	83	84	102	69	86	89	106
Caust.v2_010100	48	42	30	86	93	28.9992	15	52	67	33	37.9126	17
Caust.v2_010101	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010102	77.6087	97	64.4599	77.9665	41.6089	64.4582	130.195	128.256	101.749	151	10.4003	143.611
Caust.v2_010104	0	0	0	0	1	0	1	0	2	1	1	0
Caust.v2_010105	28	30	17	34	16	7	7	10	21	19	12	7
Caust.v2_010106	880	560	756	586	496	698	572	725	722	524	500	671
Caust.v2_010107	2603	1429	2452	2061	1397	2201	2133	2688	1651	1842	1686	2590
Caust.v2_010108	562	431	509	531	419	593	547	690	702	488	464	690
Caust.v2_010109	93	35	48	89	27	71	44	94	49	61	45	83
Caust.v2_010110	19	13	14	10	9	17	7	23	17	19	12	25
Caust.v2_010111	119	99	150	113	148	194	58	111	128	117	125	117
Caust.v2_010112	417	201	357	337	204	416	524	646	348	305	287	824
Caust.v2_010113	1	0	2	0	1	3	5	5	2	4	0	3
Caust.v2_010114	28	18	15	14	17	23	21.07	30	10	19	6	21
Caust.v2_010124	546	366	519.999	474.999	329.001	510.999	642.999	708	432.999	401.001	369.999	573.999
Caust.v2_010125	414	263	448	332	338	406	337	453	317	309	351	410
Caust.v2_010126	317	93	186	174	95	306	527	588	164	134	211	707
Caust.v2_010127	2571	1522	1786	2380	1727	1833	2287	2681	1553	1732	1829	2839
Caust.v2_010128	1008	904	981	930	796	796	930	1025	855	652	846	1048
Caust.v2_010129	20	26	34	17	8	25	28	9	18	15	19	19
Caust.v2_010131	103	200.5	134	94.5	80	88	76.5	95	104	152.5	122.5	84
Caust.v2_010133	129	71	96	95	95	117	151.5	185.5	94.5	103	87.5	198.5
Caust.v2_010134	0	55.3262	29.6731	0	30.4908	0	87.3945	95.6152	4.33856	70.348	0	75.6184
Caust.v2_010135	263.5	153	189.5	171	150.5	216	303.5	304.5	164	157.5	150	460
Caust.v2_010136	2.39397	8.8359	0	0	0	0	0	0	0	0	4.3062	4.63357
Caust.v2_010137	24	5	26	20	9	13	13	19	12	16	3	13
Caust.v2_010138	48	21	23	22	14	24	26	23	25	33	29	25
Caust.v2_010140	316.9112	190	298.2552	311	194.6192	326.274	426.428	445.596	274.1212	273	268	486.532
Caust.v2_010141	7828	5359	6763	7119	5277	7237	7297	9478	5857	5957	5695	10360
Caust.v2_010142	616	401	571	533	441	508	656	658	462	430	382	845
Caust.v2_010143	20.0887	0	23.7447	0	18.381	4.72591	19.5702	29.4028	6.87866	0	0	18.4672
Caust.v2_010144	545	335	400	443	195	422	735	714	402	412	361	1106
Caust.v2_010145	561	742	670	789	819	707	560	896	762	599	639	787
Caust.v2_010147	358	349	328	414	403	228	152	240	356	248	270	207
Caust.v2_010149	2	0	3	0	3	0	0	1	3	1	4	4
Caust.v2_010151	9	14	16	21	8	11	24	12	18	6	34	6
Caust.v2_010153	0	0	1	0	0	0	0	0	1	0	2	1
Caust.v2_010156	3	4	5	9	9	10	4	5	19	2	11	1
Caust.v2_010159	0	6	0	0	1	1	0	0	21	0	0	0
Caust.v2_010161	0	7	0	0	0	0	0	0	1	0	0	0
Caust.v2_010162	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010163	16	18	9	5	13	8	8	14	5	4	12	5
Caust.v2_010164	0	1	0	0	0	0	0	0	2	0	1	0
Caust.v2_010167	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010168	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010169	0	0	0	0	0	1	0	0	0	0	0	0
Caust.v2_010170	0	3	1	4	2	0	0	2	2	0	0	0
Caust.v2_010171	3	1	3	0	2	2	0	0	6	0	0	0
Caust.v2_010173	0	0	0	1	0	0	0	0	0	1	0	0
Caust.v2_010175	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010176	0	7	1	0	4	1	2	1	0	0	2	0
Caust.v2_010183	282	247	324	262	155	256	281	406	208	220	323	329
Caust.v2_010184	1162	1394	1172	1050	840	778	730	996	769	739	974	1417
Caust.v2_010185	1148.0016	1144.0006	856.9986	1176.9988	895.0001	797.0001	690.9998	768.999	1004	717.9997	910.9993	710.0006
Caust.v2_010187	3777	1309	3446	1999	1193	5224	6733	11072	3182	4622	2592	4405
Caust.v2_010188	928	427	726	707	464	844	1011	1108	659	549	634	1053
Caust.v2_010189	1010.001	639	899.001	771.999	633	939	711	863.001	710.001	774.999	585.999	807.999
Caust.v2_010190	3450	16087	9127	8228	8686	3643	6190	9125	5637	3935	10421	4758
Caust.v2_010192	466	400	419	477	325	397	618	679	281	342	317	718
Caust.v2_010194	3926	2339	5544	3730	3439	6840	22505	27492	2365	4052	3219	27177
Caust.v2_010195	998	4368	3794	2416	9717	945	2074	5983	1480	1475	862	2127
Caust.v2_010196	40	26	63	66	21	23	23	27	37	43	31	21
Caust.v2_010197	2660.96	2433.87	1811.69	1596.24	4625.85	2281.78	4985.3	11477.1	2404.88	2272.63	2066.2	14451.2
Caust.v2_010198	3227.04	2978.13	1950.31	4527.76	5988.15	3034.22	6530.7	13275.9	3181.12	3190.37	2507.8	17593.8
Caust.v2_010199	1349	1399	1302	1779	1208	1427	1623	1967	1712	1560	1558	1551
Caust.v2_010200	2324.56	1447.96	1595.7	1773.76	1098.62	2037.11	2043	2434.07	1154.11	1693.15	1383	2614.08
Caust.v2_010207	58	40	41	83	52	61	50	111	55	46	60	34
Caust.v2_010212	205	44	79	314	482	45	99	284	156	83	90	30
Caust.v2_010215	212	52	129	76	42	163	235	241	83	89	103	250
Caust.v2_010216	4320	2329	3023	3310	2288	3567	3789	5078	3074	2755	2649	6290
Caust.v2_010217	56.23172	64.05668	71.8728	131.076	58.0355	46.9832	164.46069	99.8431	95.3755	111.08109	26.4533	93.98264
Caust.v2_010218	755.187	2813.07	1434.24	0	1837.65	836.992	0	1229.47	0	0	3400	953.883
Caust.v2_010219	16	7	5	13	13	14	5	9	19	18	9	4
Caust.v2_010220	405	331	386	418	369	278	130	229	449	372	309	105
Caust.v2_010221	434	411	403	515	412	374	279	329	387	375	343	305
Caust.v2_010222	2346	2575.002	2223	3334.998	1618.002	2227.998	4183.998	3382.998	2184	2082	2283	5263.002
Caust.v2_010223	1597	1307	1527	1690	1119	1384	1528	1709	1157	1226	1171	1620
Caust.v2_010224	0	0	0	0	0	0	2	0	0	0	0	0
Caust.v2_010226	8.82698	3.12403	6.68778	10.7235	6.5667	6.12789	8.06268	14.7107	24.1714	3.59787	4.71341	13.5299
Caust.v2_010230	642.494	326.5	477.5	520.969	261.997	616	934.001	1050.81	386.499	425	499.5	1555.5
Caust.v2_010231	671	485.5	626	634	441	588	655	768.5	534.5	474	513.5	913
Caust.v2_010233	55	39	57	63	41	40	22	40	58	74	43	18
Caust.v2_010234	306.233	307.708	318	321.273	0	0	287.315	292.473	481	0	252.106	431.856
Caust.v2_010235	82.5	74	67	112.5	58	63	80.5	117.5	68	88	80.5	111
Caust.v2_010237	68	78	58	122	49	47	31	47	60	39	65	20
Caust.v2_010238	40	66	42	54	70	63	10	12	16	13	29	11
Caust.v2_010239	10	13	24	12	5	17	11	6	8	17	3	40
Caust.v2_010240	12	17	8	8	10	20	5	11	10	8	3	26
Caust.v2_010242	8	22	9	10	12	16	7	10	18	10	2	13
Caust.v2_010244	0	0	5	1	0	5	1	3	10	0	1	2
Caust.v2_010248	19997	33595	20714	37563	23518	17248	30954	33875	36532	34473	53042	72827
Caust.v2_010251	13604	13926	22636	13286	12935	13229	18372	17667	13390	13172	15825	19561
Caust.v2_010253	305	411	212	359	292	190	87	378	259	175	238	113
Caust.v2_010256	1138	954	1172	1130	1098	1785	875	1671	1661	864	1159	1512
Caust.v2_010258	2193	1657	1865	2328	1402	1831	2449	2862	1486	1656	1789	2496
Caust.v2_010259	5118.09	4575.611	7503	3444.023	4841.549	5822.397	7067	6589.291	6254.088	6612	4906.204	7347.31
Caust.v2_010260	92	62	99.5	88.5	75	109	75.5	100.5	100	68.5	66.5	65
Caust.v2_010261	1012.54	423.043	616.811	1003.773	478.84	720.748	661.427	928.674	998.618	649.893	598.94	700.646
Caust.v2_010263	440.956	610.004	230.938	1633.49	834.946	2229.12	680.555	3140.96	1314.4	837.177	412.654	4640.74
Caust.v2_010266	589	456	621	648	302	650	616	814	620	522	547	416
Caust.v2_010268	693	475	680	709	563	561	524	706	622	519	534	593
Caust.v2_010269	2106	1769.001	1758	2630.001	1586.001	1215.999	1634.001	2001.999	1445.001	1425	1991.001	1830.999
Caust.v2_010271	2163	1136	1386	1474	1002	1508	1635	1859	1076	1316	1301	1814
Caust.v2_010273	5	9	23	12	13	68	2	1	83	8	8	5
Caust.v2_010275	496	287	427	425	311	429	502	568	329	383	370	729
Caust.v2_010276	681	587	800	828	626	694	598	741	673	601	641	618
Caust.v2_010277	334.599	116.005	289.41	221.1	260.562	312.71	331.704	354.845	324.817	180.837	188.569	354.258
Caust.v2_010279	159	37.0562	156	268	616	110	41	50	337	24	196	50
Caust.v2_010281	0	0.5	0.5	0	1	0	0	1.5	2	0	0	0
Caust.v2_010282	3	1	1	8	4	0	0	3	3	3	2	4
Caust.v2_010290	613	502	609	574	514	468	235	401	362	387	475	265
Caust.v2_010299	0	1	0	0	0	0	0	0	1	2	0	0
Caust.v2_010307	6168	20377	8699	17758	10819	9592	8463	5155	15163	10602	8682	4843
Caust.v2_010308	665	814	643	740	502	523	534	305	715	507	450	289
Caust.v2_010309	533	779	890	842	655	543	572	736	585	448	592	432
Caust.v2_010310	2051	1038	1405	2035	1039	2322	3487	4056	1522	1523	1497	4641
Caust.v2_010311	24	77	42	71	70	26	13	43	42	33	72	12
Caust.v2_010319	1210	928	1085	1107	761	1189	1229	1539	840	1002	900	1814
Caust.v2_010320	315	244	315	269	220	343	366	373	299	219	295	388
Caust.v2_010321	1882.996	1784	2093.001	1765	1347.001	1897.003	2190.002	2598.998	1856.996	1494.999	1528	2141.999
Caust.v2_010322	379	245	301	238	172	317	365	445	261	275	239	441
Caust.v2_010323	389	276	344	343	228	252	270	364	276	225	283	351
Caust.v2_010325	8	2	2	4	5	6	4	9	1	5	7	6
Caust.v2_010326	1	0	0	2	0	5	1	1	2	4	0	1
Caust.v2_010327	11	8	4	8	4	11	6	18	15	8	8	3
Caust.v2_010329	6	2	9	4	6	9	2	4	11	1	0	5
Caust.v2_010331	104	1654	1081	3282	1459	1287	207	625	2005	2685	1449	55
Caust.v2_010333	5	6	11	6	8	10	1	5	11	5	5	4
Caust.v2_010335	5291	4645	4468	6693	5354	4035	4556	5852	4744	4418	4819	4610
Caust.v2_010336	1528	1704	1459.0004	1909	1419	828.0006	740.9998	719.0008	929.999	1112	1179	492.9998
Caust.v2_010337	246	150	224	154	165	200	295	240	194	204	205	466
Caust.v2_010338	473	253.5	356.5	360.5	265	401.5	413.5	534.5	361.5	332	261	473.5
Caust.v2_010339	473	253.5	356.5	360.5	265	401.5	413.5	534.5	361.5	332	261	473.5
Caust.v2_010340	2008	1316	1777	1532	1341	1494	1339	1589	1494	1478	1379	1549
Caust.v2_010341	2156	1375	1784	2077	1474	3020	3514	2729	2961	2956	1406	4226
Caust.v2_010343	373	288	421	336	365	384	295	388	357	299	332	264
Caust.v2_010344	6	1	12	6	6	3	0	2	2	4	6	1
Caust.v2_010345	1206	690	818	1002	601	869	1168	1545	648	842	795	1400
Caust.v2_010346	115	160	148	138	169	124	127	117	144	90	86	95
Caust.v2_010347	2549	1873	2454	2177	1618	2550	2278	3187	1899	2099	1864	2815
Caust.v2_010348	538	267	239	611	239	333	460	640	347	498	317	414
Caust.v2_010349	6403	3915	5713	6270	3762	6389	10163	11962	5066	5355	5896	15508
Caust.v2_010350	946	642	972	957	514	713	874	1416	1118	532	817	906
Caust.v2_010352	2236	5609	3039	6535	3468	2493	3660	4151	2990	4116	4005	2490
Caust.v2_010353	2486	3912	3198	6120	3121	3237	4082	4773	3904	3354	4922	5678
Caust.v2_010354	976	707	864	735	610	689	799	799	528	642	530	767
Caust.v2_010355	3128	1897	1829	2575	1234	2980	4597	4605	1411	2650	2237	4767
Caust.v2_010356	804	821	590	732	472	683	1183	1140	493	658	631	1822
Caust.v2_010357	42	20	29	29	9	23	29	21	29	12	21	38
Caust.v2_010358	973	1097	995	1453	1053	972	900	1103	1052	869	1077	1053
Caust.v2_010359	861	632	690	809	520	740	858	1098	633	665	614	968
Caust.v2_010360	447	339	392	467	348	447	471	466	449	363	324	475
Caust.v2_010361	174	121	157	124	106	137	154	187	137	108	122	154
Caust.v2_010363	0	1	0	2	0	1	0	0	0	2	0	2
Caust.v2_010364	163.847	143.293	133.322	223.599	155.13	120.007	138.023	177.467	181.147	119.776	96.1895	147.021
Caust.v2_010365	123	137	141	162	133	70	149	103	162	106	146	158
Caust.v2_010366	209	150	174	253	157	181	290	272	147	152	200	377
Caust.v2_010367	434	613	462	328	366	305	328	399	338	324	397	328
Caust.v2_010368	3086.76	2717.84	2642.26	3480.6	2472.92	2950.71	3282.11	4074.83	2449.86	3337.67	2802.23	4041.04
Caust.v2_010369	1363.32	1416.45	1740.46	2342.89	1275.19	1497.21	1786.55	2037.29	1455.78	1483.54	1603.62	2267.89
Caust.v2_010370	181	128	205	305	104	168	50	291	129	201	181	201
Caust.v2_010371	18528.02	5618.998	10642.03	12254.97	5104.001	16824.01	26359.97	35969.99	11311.02	16438.03	11613.98	48303.01
Caust.v2_010373	178	80	115	125	69	118	105	71	33	128	97	154
Caust.v2_010374	5841	3525	4374	4413	3239	4913	4854	6197	3552	4474	3792	5588
Caust.v2_010375	1622	1712	1774	1956	2152	1465	763	1307	1509	1365	1283	947
Caust.v2_010376	2875	2239	2238	2795	2110	2276	1692	2801	2470	2165	2285	1497
Caust.v2_010379	2204	1869	2025	1819	1679	2533	1503	2190	2991	1883	1849	2068
Caust.v2_010380	747	877	777	996	766	802	797	1210	941	965	813	845
Caust.v2_010381	116	160	116	165	135	129	128	169	169	128	144	171
Caust.v2_010382	347.408	330.754	272.953	531.453	273.512	244.741	246.341	290.365	343.289	290.736	376.139	262.507
Caust.v2_010384	1008	501	700	734	559	776	785	955	599.533	608	592	996
Caust.v2_010385	14	22	18	13	13	13	6	12	13.4672	27	12	11
Caust.v2_010386	5018	2683	5895	3506	3757	2987	1855	2309	2966	3178	3280	2441
Caust.v2_010387	870	488	844	742	603	911	979	1013	683	732	563	1137
Caust.v2_010388	23	10	13	35	9	15	11	19	21	8	22	23
Caust.v2_010393	0	1	0	0	1	0	2	0	0	1	8	1
Caust.v2_010396	730	365	416	680	385	423	394	665	838	594	540	322
Caust.v2_010401	0	0	0	0	0	0	1	1	4	0	0	0
Caust.v2_010402	1259	1426	1251	1685	1335	1059	961	1113	1218	1006	1166	1289
Caust.v2_010410	40	11	25	55	18	43	39	70	47	48	30	69
Caust.v2_010412	40	29	55	91	59	25	42	50	55	35	56	63
Caust.v2_010415	2	1	2	9	3	0	0	1	4	3	8	1
Caust.v2_010417	5	3	10	11	7	12	11	6	6	9	11	3
Caust.v2_010421	2	0	1	1	0	0	0	1	0	0	0	0
Caust.v2_010422	3453.5	872	1389	2133	727	1959	1612.51	2031	1660.65	1883	1234.96	4198.72
Caust.v2_010429	253.595	139.264	104.39	143.9	122.525	168.529	79.3339	138.058	114.584	133.69	99.689	135.634
Caust.v2_010430	1047.32	3956.49	1002.52	3814.85	10253.6	9588.17	5848.29	11926.5	12637.9	2257.06	1722.96	8745.7
Caust.v2_010431	313	163	145	258	133	217	220	240	181	190	193	339
Caust.v2_010432	284	418	202	571	247	220	201	274	250	259	245	258
Caust.v2_010435	2	6	7	4	5	1	7	6	10	5	2	2
Caust.v2_010436	4	7	10	17	8	2	4	9	12	8	11	1
Caust.v2_010439	1043	886	1020	1064	708	947	1012	1182	792	946	710	1010
Caust.v2_010440	684.0001	423.0002	619.9998	486.9998	302.9999	551.0001	393.0003	446.9997	388.9998	386.0003	467.9997	390.9997
Caust.v2_010441	179.0001	108	131.0001	147.9999	101.0001	162.9999	162.9999	227.0001	129	119.0001	125.0001	261.9999
Caust.v2_010442	220.9996	964	355.9998	655	558.0001	136	185.9995	176.9998	234.9996	333.0003	325.0003	137.9998
Caust.v2_010443	9	21	10	11	9	20	5	4	14	22	12	12
Caust.v2_010444	350	283	355	413	294	346	433	456	313	314	333	401
Caust.v2_010446	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010448	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010454	966.5	872.5	836	1199.5	948.5	984.5	1020	1464.5	925.5	742.5	949.5	1406.5
Caust.v2_010455	1549	968.5	1377	1179	972.5	2502	1500.5	1857	2326	1145.5	1193.5	2180.5
Caust.v2_010456	22524	7711	13688	15136	5306	19460	26242	30010	10933	16733	14094	46301
Caust.v2_010457	6359.241	15880	5552.25	10320.109	8752.98	7049.279	9170.339	11292.86	5395.821	8397.82	9651.499	5205.729
Caust.v2_010458	441.764	1369.05	280.748	731.891	546.017	381.715	428.662	942.142	295.182	293.185	1159.5	374.27
Caust.v2_010459	13	7.93657	15.9354	5.94353	5.93626	5.94286	1	3.97213	9	9.93362	17.8107	1
Caust.v2_010460	224	164	162	270	432	131	46	105	158	93	133	57
Caust.v2_010461	9	7	7	13	15	0	1	8	7	3	4	4
Caust.v2_010462	774	442	621	478	507	687	634	743	593	514	528	552
Caust.v2_010463	919	808	851	1738	1543	668	505	875	1101	782	836	767
Caust.v2_010472	90	164	149	220	140	132	46	159	189	125	121	120
Caust.v2_010474	638	941	938	1325	872	763	483	964	1045	929	859	472
Caust.v2_010475	506.14	401.266	301.136	709	407.074	440.269	390.869	645.84	493.546	398.186	376.565	448.949
Caust.v2_010476	685	810	517	1040	1129	354	453	691	1096	500	789	245
Caust.v2_010482	62	57	37	72	65	44	29	23	56	25	37	20
Caust.v2_010483	178	238	143	360	243	125	95	106	260	146	149	80
Caust.v2_010485	4	4	3	6	7	1	1	1	2	6	6	0
Caust.v2_010492	121	37	80	94	22	53	73	95	15	111	75	106
Caust.v2_010493	1581	536	949	1196	496	1160	1294	1654	628	1369	907	2467
Caust.v2_010494	101	40	62	88	35	145	286	196	78	96	52.06	527
Caust.v2_010502	0	0	0	0	1	0	0	0	0	3	0	0
Caust.v2_010506	498	203	258	383	207	312	435	499	242	256	274	701
Caust.v2_010516	24.7679	14.1806	4.01518	12.4794	18.4029	33.3106	7.8659	4.68113	32.967	25.1458	22.688	3.28989
Caust.v2_010519	5	9	7	6	5	7	3	2	6	5	11	8
Caust.v2_010520	7499	8736	6912	6371	5816	6279	4490	4405	6380	5933	4700	4105
Caust.v2_010521	404	203	226	203	141	243	231	306	280	142	244	497
Caust.v2_010522	13	6	0	2	2	2	5	7	4	3	5	19
Caust.v2_010523	924	645	809	848	630	819	891	1071	800	747	644	1280
Caust.v2_010524	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_010525	974	677	860	726	760	701	746	902	703	636	742	1053
Caust.v2_010526	238	193	253	202	188	216	151	223	189	155	170	190
Caust.v2_010527	343	220	255	278	204	255	305	321	262	188	192	364
Caust.v2_010528	14	5	9	10	9	18	3	7	17	12	12	6
Caust.v2_010529	1056	486	622	720	439	931	1226	1399	550	752	688	1738
Caust.v2_010530	23	14	14	19	17	13	12	40	12	31	21	22
Caust.v2_010533	21	26	19	28	25	13	8	14	12	23	9	7
Caust.v2_010534	3	0	0	3	1	1	0	1	4	2	3	0
Caust.v2_010535	0.5	0.5	2.5	0	1	1.5	0.5	0.5	0.5	0.5	0	1
Caust.v2_010541	3	1	0	0	0	0	3	0	2	4	0	0
Caust.v2_010543	65	59	98	61	52	53	37	44	51	61	64	59
Caust.v2_010545	7	5	12	10	11	8	0	8	18	4	11	6
Caust.v2_010546	1396.728	1317.458	1040.114	1352.796	1064.726	847.504	863.182	837.004	1301.368	841.08	895.63	892.518
Caust.v2_010547	6268.74	3326.85	4199.73	3969.57	2461.695	3559.59	3488.52	5699.79	3564.69	3831.39	3172.92	4622.91
Caust.v2_010548	994.68	1358.85	1820.27	1789.53	1353.66	1079.51	1970.73	1759.21	1395.78	1314.12	1365.26	1403.68
Caust.v2_010549	26.2619	23.161	45.4444	42.0284	22.1075	54.2032	31.5104	27.0997	38.8319	36.0038	23.2263	14.0715
Caust.v2_010550	550.211	507.222	857.674	408.173	717.158	491.775	860.796	701.482	573.35	418.783	674.07	538.263
Caust.v2_010551	1745.002	1386	1578.997	2136.001	1603	1520.001	1816.003	2415	1335.999	1457.001	1618.001	2429
Caust.v2_010552	1772	721	1125	1242	571	1339	2000	2104	939	1096	994	3297
Caust.v2_010553	2278	1505	1848	2046	1641	1611	1946	2250	1464	1609	1489	1836
Caust.v2_010554	2682	1677	2173	2260	1508	2301	2463	2886	1642	1898	1817	3384
Caust.v2_010555	52	25	50	19	33	51	18	26	49	45	17	66
Caust.v2_010556	224.464	743.062	453.446	275.649	365.212	66.475	87.6868	80.1647	124.361	314.445	171.731	183.824
Caust.v2_010557	79	356	90	153	143	59	44	17	126	76	57	34
Caust.v2_010558	2460	2000	2538	2742	2325	2607	2287	3245	2494	2025	2182	3542
